frame,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_hip_x,r_hip_y,r_hip_z,l_hip_x,l_hip_y,l_hip_z
10,0.4846556782722473,0.395733505487442,-0.22005107998847961,0.3999190032482147,0.4627044200897217,-0.28183531761169434,0.5317636728286743,0.475405752658844,-0.4217003583908081,0.6628151535987854,0.4185335636138916,0.014585670083761215,0.6725323796272278,0.48731398582458496,0.19241006672382355,0.6841700673103333,0.5156077742576599,0.08277376741170883,0.5212655663490295,0.5615498423576355,-0.038251008838415146,0.6224817037582397,0.5553871393203735,0.03822658956050873
11,0.4845973551273346,0.396125853061676,-0.19159634411334991,0.4001738131046295,0.4633293151855469,-0.23100195825099945,0.5343710780143738,0.4767776131629944,-0.3224959373474121,0.6638855934143066,0.41775164008140564,0.040274374186992645,0.6721764206886292,0.4862435758113861,0.20990189909934998,0.6852030158042908,0.5155706405639648,0.09070157259702682,0.5168692469596863,0.5631178617477417,-0.044395215809345245,0.6217768788337708,0.5549327731132507,0.0445096381008625
12,0.48156455159187317,0.39685899019241333,-0.2078244388103485,0.40061068534851074,0.46505776047706604,-0.2825937569141388,0.5331156253814697,0.47657865285873413,-0.37794461846351624,0.6631878018379211,0.41856247186660767,0.040333718061447144,0.6712535619735718,0.48587507009506226,0.2179022878408432,0.6871892213821411,0.5177290439605713,0.09450230002403259,0.5210009217262268,0.5594937205314636,-0.05265484377741814,0.6207185983657837,0.5544835329055786,0.052837710827589035
13,0.48050034046173096,0.39727136492729187,-0.15579742193222046,0.4017919898033142,0.4649844765663147,-0.21183013916015625,0.5345209240913391,0.47641268372535706,-0.325192391872406,0.6625629663467407,0.41845497488975525,0.053177107125520706,0.6709280014038086,0.4850214421749115,0.21605750918388367,0.6896452903747559,0.5180634260177612,0.09668546169996262,0.5260781645774841,0.5563992261886597,-0.04733861982822418,0.6206763982772827,0.5511918067932129,0.047709740698337555
14,0.4798040986061096,0.39745381474494934,-0.1520792692899704,0.40272238850593567,0.46491512656211853,-0.2086455523967743,0.5352150797843933,0.4762915074825287,-0.32861703634262085,0.6619879603385925,0.4182482659816742,0.04753800481557846,0.6706336140632629,0.48431000113487244,0.210282564163208,0.6904402375221252,0.5184512138366699,0.0970567911863327,0.5290202498435974,0.5546296238899231,-0.03910844773054123,0.6206563711166382,0.5493329763412476,0.03955421224236488
15,0.4786131680011749,0.3973606824874878,-0.16069144010543823,0.40340644121170044,0.4647846817970276,-0.22521591186523438,0.5383139252662659,0.47622960805892944,-0.341409832239151,0.661202073097229,0.4180295467376709,0.04177312180399895,0.6705030798912048,0.4836316704750061,0.22749735414981842,0.6955646276473999,0.5183355808258057,0.14356765151023865,0.5291918516159058,0.5489432215690613,-0.03866805508732796,0.6206532120704651,0.545404851436615,0.03909435123205185
16,0.4734870195388794,0.3988736569881439,-0.22618530690670013,0.4026264548301697,0.4674100875854492,-0.30190885066986084,0.5405579805374146,0.47807151079177856,-0.41758066415786743,0.6583170890808105,0.4180125296115875,-0.009934901259839535,0.6715367436408997,0.48486265540122986,0.17030175030231476,0.6959812045097351,0.5192691087722778,0.08493219316005707,0.51418137550354,0.554067075252533,-0.03774980828166008,0.6160963177680969,0.5502343773841858,0.0381324328482151
17,0.46788907051086426,0.40151095390319824,-0.19429035484790802,0.4024387300014496,0.46984386444091797,-0.29422569274902344,0.5418447852134705,0.48093047738075256,-0.41571465134620667,0.6566815376281738,0.4200070798397064,0.03612767532467842,0.6722090244293213,0.4870719909667969,0.19351421296596527,0.6953320503234863,0.5194535851478577,0.0820741355419159,0.502207338809967,0.5564148426055908,-0.04181409627199173,0.6081674695014954,0.5563627481460571,0.04212157800793648
18,0.4637196362018585,0.40151533484458923,-0.17634278535842896,0.39890149235725403,0.4696352481842041,-0.25232404470443726,0.5395797491073608,0.4808173179626465,-0.38110047578811646,0.6473474502563477,0.41993770003318787,0.04015693441033363,0.6684908270835876,0.48469915986061096,0.23437289893627167,0.6948679685592651,0.5198289155960083,0.15974941849708557,0.5059104561805725,0.5557335615158081,-0.04152647778391838,0.605376124382019,0.5524022579193115,0.041811902076005936
19,0.45482513308525085,0.40268611907958984,-0.12276257574558258,0.3979233205318451,0.46977657079696655,-0.22087088227272034,0.5316307544708252,0.4826267659664154,-0.36835429072380066,0.6289561986923218,0.4193720817565918,0.09087930619716644,0.6592828631401062,0.4836680293083191,0.21772901713848114,0.6918712854385376,0.5161572694778442,0.020963149145245552,0.490386426448822,0.5569257736206055,-0.046874359250068665,0.5906556248664856,0.5525999069213867,0.04708939045667648
20,0.4540756940841675,0.4033888876438141,-0.0905141532421112,0.3960218131542206,0.4695407748222351,-0.19577094912528992,0.5203737020492554,0.48227348923683167,-0.3723803162574768,0.626565158367157,0.419283926486969,0.08180642873048782,0.6563625931739807,0.48108386993408203,0.20487427711486816,0.6903802156448364,0.5124964118003845,0.02677358314394951,0.48872464895248413,0.5575149059295654,-0.033412866294384,0.5889781713485718,0.5525363087654114,0.03366204723715782
21,0.45034515857696533,0.40436530113220215,-0.1211472749710083,0.39031583070755005,0.4704628884792328,-0.21003159880638123,0.5156854391098022,0.4827352464199066,-0.45269593596458435,0.6207948327064514,0.41902273893356323,0.033233895897865295,0.6508548259735107,0.47500690817832947,0.17543751001358032,0.6896158456802368,0.5098109841346741,0.02108619175851345,0.4789445102214813,0.5512925386428833,-0.02821331098675728,0.5819151401519775,0.5486378073692322,0.028575275093317032
22,0.4428654611110687,0.40681973099708557,-0.12339680641889572,0.3780863881111145,0.47032037377357483,-0.19797354936599731,0.49219977855682373,0.4839128851890564,-0.3720107674598694,0.6184537410736084,0.4202244281768799,0.07895426452159882,0.6518487334251404,0.48119115829467773,0.15822863578796387,0.6678059101104736,0.508293867111206,-0.07449664920568466,0.46408554911613464,0.5505937933921814,-0.04654594510793686,0.5703941583633423,0.5487281680107117,0.04681147634983063
23,0.436909019947052,0.4072970449924469,-0.25391706824302673,0.36762359738349915,0.47126659750938416,-0.29472222924232483,0.4763377010822296,0.488881915807724,-0.47198837995529175,0.6146122217178345,0.4207003712654114,-0.07084335386753082,0.651576578617096,0.49116039276123047,-0.015997204929590225,0.6585643887519836,0.5078877210617065,-0.30879920721054077,0.4528196454048157,0.5486261248588562,-0.05066543072462082,0.5658456683158875,0.5468164682388306,0.050848450511693954
