frame,shoulder_x,shoulder_y,shoulder_z,elbow_x,elbow_y,elbow_z,wrist_x,wrist_y,wrist_z
29,0.4019386528454191,0.41087758689103887,-0.16716113783193284,0.3115382643738539,0.47655922870492057,-0.16053083401759055,0.37150085184222936,0.5018496437793637,-0.3076760047008549
30,0.3957747735430094,0.4117491912066316,-0.17849969717619907,0.3033707138086862,0.4787093043045463,-0.14866130056665403,0.36189925572214826,0.5059161420636774,-0.2780257926686922
31,0.3909966657073195,0.41180852392682676,-0.17103632717357153,0.29849406682266966,0.4798429621638725,-0.13623454972691035,0.34588233548774716,0.5079678116392361,-0.2662123728221569
32,0.38675973347458203,0.41148890372149205,-0.1483227123279765,0.29619581026294567,0.4801405580879376,-0.13410057952723514,0.3240585771181344,0.5080880259706453,-0.28792365953067406
33,0.38198676010324895,0.4115546900367199,-0.12772237832128336,0.2938097098221308,0.4802139572212455,-0.15362991747462013,0.303095032519489,0.507371160921331,-0.35038548475240033
34,0.37619991068442,0.41249518261315143,-0.1283721256323753,0.2895020380020424,0.4805102297488414,-0.19410919209791577,0.2892295541574142,0.5066291261373991,-0.43656570042449927
35,0.3699587102065279,0.41410433416591336,-0.1547616797067223,0.28409301445874846,0.48070723084860095,-0.24271496791284178,0.28326775656149333,0.5059758376978778,-0.516741532257457
36,0.3644341447770283,0.4156513799928492,-0.1901629168158437,0.279895482167909,0.47989248145203217,-0.2821960548948117,0.2814083634639611,0.505303106219393,-0.5695542522635842
37,0.36036297084208635,0.4165491933314712,-0.20532582247412734,0.2782332623742621,0.4777736742615117,-0.29500283306895875,0.27959072764349324,0.5047290140258273,-0.5853759264281464
38,0.3575411080389764,0.4168441859698008,-0.18164699866622777,0.27862973466421403,0.47562062701086133,-0.27080939857598846,0.27679847083941816,0.5044625412897301,-0.5625050327429713
39,0.3554768607309187,0.4169995158716679,-0.13832736898978526,0.27993649305878665,0.47535694081711255,-0.22702248575892858,0.27566370142359686,0.5043176609788264,-0.5207974208787381
40,0.3542210260988818,0.4172837145423628,-0.13285846362599846,0.2813775874548771,0.47739612701847617,-0.2183527589998799,0.28093503696501076,0.5035247498286837,-0.5145704620761589
41,0.3541681542319953,0.417521490723229,-0.2123939374701789,0.2825676236396449,0.47983861819811385,-0.29820720328011074,0.2957251298399862,0.5012637349531462,-0.5995489380942478
42,0.3552270050278699,0.41744129902800997,-0.3546781925727114,0.28338539368315063,0.48036268040232966,-0.4526237422424304,0.3170224422969262,0.4976832606385768,-0.7644684863412564
43,0.3566379740580985,0.4171227307986061,-0.4736800554299604,0.28431275387748034,0.478818104627154,-0.5873886100749037,0.33590067927977435,0.494595454364658,-0.9091385441211564
44,0.3576353175415435,0.4170307570359396,-0.498324727209914,0.2866207580273486,0.4775737521975411,-0.6047179858349808,0.3454120275413164,0.49493565108880927,-0.9194411663325126
45,0.3580190889362176,0.4176840425694328,-0.4395468349605694,0.2917927927972185,0.47937174374998115,-0.49717330623030054,0.34897402508609804,0.5007540684910639,-0.7756792332200514
46,0.3580559410974156,0.41932132106137165,-0.37182405537277496,0.3005063208835735,0.48508985074493066,-0.3560384942149027,0.3579577063261718,0.5110514316590125,-0.5769177481517325
47,0.3581008012671215,0.42174019633455423,-0.3537704834002204,0.31189734418748494,0.4932637002181908,-0.2819449643656559,0.3787870771631411,0.5217552964518801,-0.4470990936758324
48,0.3585723269137925,0.4243040366310603,-0.3751144646101703,0.323747197249416,0.5011391144850305,-0.29280255827115,0.4044612960487926,0.5285118706017627,-0.4219262061660893
49,0.36024716652653166,0.42618443488108504,-0.38229327337931757,0.33392805488865973,0.5062202355061661,-0.3258752874782505,0.42168899723033504,0.5298597644561341,-0.4398232778673314
50,0.3641403122205249,0.4268157028024645,-0.3472732454538109,0.3421745001651433,0.5074580753353117,-0.3223260904925151,0.424929398164404,0.527727829999556,-0.4358041616123306
51,0.37061765392207674,0.42623353953954357,-0.2984073657876932,0.35016438682653483,0.5054060251453802,-0.29117419131813893,0.42006636392999636,0.5251738373585597,-0.41774143610399667
52,0.37864244886416004,0.42499327909958595,-0.281277034958888,0.3594768489833991,0.5014326677421346,-0.2848030214553785,0.4153416363494666,0.5240704939073757,-0.44061082766376836
53,0.38633667491527257,0.4237750331660438,-0.30465298483644687,0.3697043717059422,0.49696248588882,-0.3285533920301363,0.41285909172382895,0.5246965367640697,-0.5252570097691337
54,0.3925482728145979,0.42304079596771793,-0.34012893740730676,0.37891982596894563,0.4932436652536223,-0.3933859618137979,0.4098716266987256,0.5265591681174541,-0.62608672772383
55,0.39775801079426093,0.4229555437335583,-0.3665669115171655,0.3858971214104249,0.4911690799031111,-0.43657216441144187,0.40543938956720316,0.5289660735705125,-0.6822734695320621
56,0.40326740325334465,0.42344723946700885,-0.3925392413719936,0.39130498722110035,0.4908904996437199,-0.4505222554013526,0.4035530378424511,0.5311524951194553,-0.6834074821835693
57,0.40952497373612345,0.4241580503125999,-0.4314228102722074,0.3961950299692142,0.49159978389324016,-0.45941464792537456,0.4098249143118025,0.5325150425062339,-0.6678310272039111
58,0.41555304893314965,0.4243769390698776,-0.4746271618859684,0.3999379507951011,0.4918004043761932,-0.47842405738525673,0.425897587621652,0.5329172249262376,-0.664293404014982
59,0.4202182655773939,0.4233921945824301,-0.5006443730370637,0.40116127546337765,0.4902410349519085,-0.49471220477909283,0.44741764214900626,0.532693796053871,-0.6601767587466667
60,0.42372152462139934,0.4212419388596504,-0.49760138542232063,0.4007547499538947,0.4872372094323157,-0.48930712961756684,0.4672652693511731,0.5323850744941644,-0.6343655205235794
61,0.4274032337578702,0.4189673202879482,-0.4681839462944811,0.4018833775143993,0.48490819963838716,-0.4626761380594858,0.480323364811738,0.532450234398472,-0.5987640801795352
62,0.4322567241608185,0.4177574047328652,-0.4250949363680512,0.405820397537356,0.48521270272962735,-0.4318611631927812,0.4854401107757716,0.5330675147142141,-0.584805664879605
63,0.43805045632282513,0.41783585277556895,-0.39114009372613934,0.4092684619740321,0.4876656497922243,-0.412646500271677,0.4842348156085049,0.5340559859645303,-0.5992422374165303
64,0.44383867509155295,0.4184090027196043,-0.3932214085201579,0.40759759313396066,0.4897817366695869,-0.41476630944983295,0.4790916868897484,0.5349566396121507,-0.6225941464824599
65,0.44888455421357676,0.4186285935851891,-0.4436951781921186,0.40019912475702785,0.48979781383512283,-0.44831630542315776,0.4718109501110297,0.5352777728024563,-0.6538300474759204
66,0.45288894179016115,0.418346477801643,-0.5265283219090868,0.3911400284689773,0.48818719116839415,-0.5187351264946202,0.46321611948381386,0.5348181112132693,-0.7235162047038143
67,0.4557021796504503,0.41799532635370107,-0.6041193131652758,0.3847596962806502,0.486510544693642,-0.6081212354305212,0.4538476347159823,0.5338222185631895,-0.8386884644080147
68,0.457388399389772,0.41805764565951126,-0.6405485792239956,0.38206984964981316,0.48563817298077006,-0.6717525867515876,0.4450165869108475,0.5327394282608262,-0.936266523934435
69,0.4585616838801151,0.41872826745004904,-0.627661488084333,0.3815424828292043,0.48536194138233135,-0.6739948981552365,0.43871883100595493,0.531778246761573,-0.9379701793929299
70,0.4600612643470238,0.4198477148819594,-0.5978109867693802,0.3817446261590729,0.48513308867685645,-0.6379450821692993,0.43619882477720834,0.5307884983221207,-0.8638480691731504
71,0.4620321747863756,0.42101042107189046,-0.6037102121407683,0.3821672240017971,0.4847375160835092,-0.6404050325863897,0.4369413731245359,0.5295929030006525,-0.842266364259736
72,0.46370256323871567,0.4218553255701254,-0.6660539788788591,0.3825405514734951,0.48444354202996476,-0.7276010100179794,0.43966642113489396,0.5282487827304994,-0.9580202304158364
73,0.464316984948625,0.42236322143773464,-0.7373354683847234,0.38296717682057335,0.4847682461541456,-0.8398326039281143,0.44432159426198115,0.5269500615502887,-1.1194253153426512
74,0.4640255106577614,0.42280782332003786,-0.7380062074142214,0.38473457398890215,0.48605567021344975,-0.8573234936528381,0.452224950556091,0.5259823426127714,-1.1439969500694667
75,0.4636180599503588,0.42337718223866205,-0.6410391748454226,0.3895929373140039,0.48816431596879845,-0.7341443520201753,0.4635314783896814,0.5259440317010131,-0.9731967921508332
76,0.4635515476560781,0.4239574304531508,-0.5050971624054235,0.39749174143916544,0.490614711344744,-0.5553050466476304,0.47529773183355084,0.5276249714019084,-0.7384951072693577
77,0.46350171702196785,0.4243504434373531,-0.41241886176575393,0.40575604389576486,0.4930461696973274,-0.4427349004909133,0.4835046192242072,0.5311954651365246,-0.6050515041838387
78,0.46287013915914094,0.4245630221568686,-0.3938177232569636,0.4112599908483406,0.49537039773235836,-0.43441134247203017,0.4870860685036049,0.5356495694017102,-0.6089246901198005
79,0.46152192956740623,0.42475357555422744,-0.42931087902548903,0.4131349767075952,0.49748765419182805,-0.48078982729932707,0.4886098554007817,0.5395209842137831,-0.6716688969184795
80,0.4598830647760569,0.42498904327677045,-0.49218032910540416,0.4129216759361591,0.4991232016776942,-0.5287572659010285,0.49027152509287586,0.5421378028465466,-0.7217055201216085
81,0.4583593324617159,0.42519583603057626,-0.5562912533916048,0.4124323024510224,0.5000484241319085,-0.5617706991583306,0.4901822271375291,0.5437922344200601,-0.7469103811310762
82,0.45679142541031414,0.42530306623221686,-0.576662892700283,0.41199448159112445,0.5002976577436974,-0.5645392269679749,0.4840846770609353,0.544830460670305,-0.7436686614834653
83,0.4545804023392095,0.42531074106982997,-0.5128996025536336,0.41070388990577594,0.5001144822068886,-0.5049391859278041,0.47095741466864816,0.5452026381820538,-0.6808941112040866
84,0.45136623613608007,0.42523507009920747,-0.38987952646307833,0.4079380909773193,0.49978849173796863,-0.38478748340478713,0.4555077427433672,0.5449417764812878,-0.5532061317740037
85,0.44748835008646204,0.4250945930187646,-0.3039850122065343,0.40424889903018735,0.4995170726092086,-0.27880142706685823,0.4439900174206727,0.54443867245055,-0.4357887458527058
86,0.4436424692601408,0.42496388244171707,-0.3359336051387715,0.40064717935393745,0.49930745492127704,-0.27599211429610654,0.43847184959969304,0.5439791041992481,-0.42978128671797877
87,0.4400742201657313,0.42495631385087873,-0.4646291372827743,0.3972864749893761,0.4990152623835995,-0.3822593228910817,0.4364692752112026,0.5434004992182837,-0.5504584358075812
88,0.4363013444608312,0.4251016502651419,-0.590989096636858,0.39337365822957904,0.498540205938295,-0.5123560310022108,0.4352062125210045,0.5424610496681805,-0.7065902908672104
89,0.43185403151856805,0.42526545686834016,-0.6396020894590284,0.38854564832172034,0.497962934453846,-0.5798481075780546,0.4342975452518238,0.5413284590714954,-0.7953886535707951
90,0.42717612877561734,0.4252430447968478,-0.6141808190816712,0.38389577439697026,0.4974589131369816,-0.5697240931761105,0.43448531870490925,0.5404794924742788,-0.7897237957930285
91,0.42334004721469976,0.42497086260855343,-0.563038578855878,0.38114615242480354,0.4971530807441102,-0.5226147286528116,0.43567185084431875,0.5402003202087972,-0.7304875460691936
92,0.42074964527509773,0.4246368700149653,-0.5213271330832729,0.3807836466927488,0.4971287441809469,-0.4771464344994173,0.43697322866623184,0.5403308788949904,-0.6662880244113779
93,0.4185801735869602,0.42453624807317525,-0.49198829247276565,0.38124602824105236,0.4974681345248826,-0.44232771303017393,0.4377550790020801,0.5404599018311259,-0.6185445360667748
94,0.41573593257452246,0.42479669795050057,-0.4615578634818776,0.38009772935075997,0.49811802481324785,-0.41025182116358094,0.4377716511976776,0.5402987405475129,-0.5874503649112077
95,0.4120286093187633,0.42527054274453785,-0.42165233637703653,0.3761913192838738,0.49877072581802856,-0.3758835827600012,0.4366821930185408,0.5399397248475233,-0.5666780277430388
96,0.40822668379698646,0.42570611236581785,-0.3794560161705881,0.3708566120096274,0.4990892039795534,-0.3426494941613883,0.4343518463806118,0.5397747313786682,-0.5481906552485184
97,0.40521819678394433,0.425987030338368,-0.3516049591485529,0.36682816579556926,0.4990847373018637,-0.3187628997194402,0.43179517510448107,0.5399231417784848,-0.527227956610318
98,0.40331600802517886,0.42618333524530994,-0.34634593180870205,0.365667544718128,0.4990737456905019,-0.31326607272352086,0.430769126322291,0.5395337792934687,-0.5138284949674344
99,0.4022187965474836,0.4264160018121794,-0.3520220776944407,0.3661069503474058,0.4991251668189094,-0.33004443850407217,0.4310260609174856,0.536954373699286,-0.5324776091634309
100,0.40142073301665315,0.4267312026015438,-0.34675361150793443,0.36508540396093814,0.49870227569770154,-0.359528040937442,0.428008261725893,0.531226664788501,-0.5961686114914895
101,0.4006127990048849,0.4271025844023686,-0.32059741144955817,0.36073531687250276,0.4971694349425002,-0.3804484513394245,0.4154830488047284,0.5236165453233819,-0.6818975508631069
102,0.3998104437866165,0.42749457000130114,-0.28453997512421403,0.3544907253612211,0.49471565743579404,-0.3774996338861779,0.39234371362096615,0.5171793692308231,-0.7455197321249736
103,0.3992359252781168,0.42787611509415063,-0.25625074662030195,0.3498555741218112,0.49232591515204666,-0.35718074489510787,0.3653966701730307,0.5142473317535007,-0.7649549124130819
104,0.399094218895197,0.42819204210652734,-0.24323788800525603,0.3486053781496056,0.4904233127325374,-0.3429149995954929,0.34318771061339937,0.5142188378617327,-0.7614332677125197
105,0.3993750770087598,0.4283775317282301,-0.24418565028131173,0.3484525261215967,0.4879922853117935,-0.3549653513181913,0.32837063012381484,0.5140613470664326,-0.7749518088241476
106,0.3998172111325538,0.42842376553579026,-0.25967769422386694,0.34515319335511974,0.4838964567436865,-0.395291028222933,0.3181597589021803,0.5113072833613649,-0.8228602967561047
107,0.4000917471635465,0.42840875237455833,-0.2918866450313534,0.3370200542081594,0.47888042232081535,-0.4480192491093633,0.3100248657029335,0.5065734732046437,-0.8847351749202818
108,0.40009505949364976,0.4284476679829894,-0.3319335379530726,0.326858315338056,0.47519735084685055,-0.4890259837902744,0.3039201239195476,0.5027895988231881,-0.9230629030532226
109,0.40013196169788967,0.4286150249400543,-0.35508123731218133,0.31931326347996236,0.4740499771278539,-0.49695754492253874,0.3003357500438492,0.5019700346444609,-0.9151605451204988
110,0.4007740866145235,0.4289007604185666,-0.34060282318558416,0.3167408836564958,0.4742785045870035,-0.46788100846789143,0.2989905177249595,0.5033480013479513,-0.8714419141486553
111,0.4023901094258331,0.4292014949710749,-0.29863015122350905,0.31780704512884383,0.4738999826688226,-0.4249854626174761,0.299289761387414,0.5047508944389683,-0.8276316553573442
112,0.40477039205080156,0.42933819111726845,-0.2654114110801841,0.3195188203181884,0.4722711783133565,-0.402248156495483,0.30059641802236126,0.5049888706386124,-0.8126761284670817
113,0.40734176728537536,0.429139634485129,-0.26712402887284487,0.3200084278523769,0.4703513928318284,-0.41156438772081516,0.3022275908909375,0.5044992811361129,-0.8211138395929924
114,0.4097723532559342,0.42859302850882125,-0.29780550247334087,0.319429250414279,0.46932875776925137,-0.4338198582020361,0.30443112214557977,0.5042774290872998,-0.8226875743913123
115,0.4121822805964206,0.427910505085807,-0.33487762505048324,0.31874273071281234,0.4695137100982011,-0.44424604733912687,0.30933756625123654,0.5047573789364118,-0.7978539854461199
116,0.4147298773638189,0.4273581241900033,-0.36349515378085506,0.3181973247265085,0.470404000255728,-0.4370427448469354,0.31924830586481856,0.505514204132543,-0.7563006511908931
117,0.41726897939656477,0.4269890294124847,-0.3782223389049432,0.3171871748928019,0.47131823493610203,-0.42185254289897867,0.3331823735286372,0.5056411943970737,-0.7211690841797502
118,0.4195885186677174,0.42662257805654313,-0.371861598485454,0.3153687294218617,0.4718506302274506,-0.40471500336039,0.34681459943786846,0.5045155467715222,-0.7020882664191904
119,0.4217770059097381,0.42612128904234525,-0.338094665413859,0.31357092464312397,0.47200653005593424,-0.3812498519268277,0.3572154790444949,0.5025014662639424,-0.6875003855780513
120,0.4241319471011256,0.42559883222720746,-0.2836171855709082,0.31351320407296474,0.47206596239987064,-0.34653675323474753,0.36617770727401144,0.5008376113216552,-0.6608595093286682
121,0.4268591564375953,0.4252824024814224,-0.22490757310462856,0.3166031756457941,0.47222923580654763,-0.3030807242346075,0.37731690129104034,0.5005897878188608,-0.618551739301359
122,0.43003189309217255,0.42522341218007076,-0.1734074688788619,0.322720005070642,0.47238468683862095,-0.2586400678349929,0.3911739695939755,0.5017199722685519,-0.5714677573415118
123,0.4336645539749991,0.42521617222048536,-0.13407191407778074,0.32997996016197484,0.47231204965488627,-0.22310152020879215,0.4047837513454613,0.503258942187607,-0.5339813412927059
124,0.43763457597020494,0.4249861816249422,-0.1145762845088134,0.33602125064265964,0.472019188827949,-0.20638585241148333,0.4151718475986323,0.5042403400509606,-0.5123131537384578
125,0.4416277866490382,0.4244238166041027,-0.1225743243242546,0.33990726357818424,0.4716931949492578,-0.21237760372961073,0.4217462255449931,0.5043266281824423,-0.5021714169756264
126,0.44529140287303187,0.42365428356105733,-0.15219470093182802,0.34274654058462717,0.4713798116695715,-0.23398245218739921,0.4258034594161929,0.5037258897419133,-0.4979434163718984
127,0.44850226290489903,0.4229148753903863,-0.1804190415937286,0.34636373633141804,0.4709291941353354,-0.2559561927814844,0.4293966322135988,0.5028509414305,-0.49950323995869883
128,0.45155734377627776,0.4223801878894212,-0.18133407565408824,0.35156516194931375,0.47033444248802386,-0.26289671206873644,0.4349024241269897,0.5021171788658056,-0.5056516645946687
129,0.45501998729708065,0.4221040158107582,-0.14819993744615537,0.35792765668705867,0.47005901152257307,-0.24906495140382515,0.4442228050575403,0.5018133000446309,-0.5091972700414147
130,0.45919038147094327,0.4220676188818468,-0.10561949219849695,0.36495645077861943,0.4708748059452026,-0.22661741374236383,0.4572896449136722,0.5019662214771566,-0.5075043374613827
131,0.46373295774402,0.42219146033092636,-0.0959103120038316,0.372512480555757,0.4731487804516309,-0.2222129474574929,0.471503436316238,0.5023479940520057,-0.5120549157781293
132,0.4678889912976551,0.42234960982068365,-0.14352596268754408,0.37974333177697567,0.4763111246825846,-0.25743844588983095,0.4833527833287281,0.5026833980255165,-0.5393240041352089
133,0.47093889712816533,0.42256118599152515,-0.22985811094947553,0.3847093669081534,0.4793962656247108,-0.3282094246014247,0.49110067919169637,0.5028537271437963,-0.5935694505729487
134,0.47245779587866543,0.42317518109070257,-0.3071573597735231,0.3862827850597736,0.48214945788570374,-0.40379467636629635,0.49583649542604513,0.5028863394785796,-0.6590215153205978
135,0.47244186165532925,0.4245860255821107,-0.33744721921889614,0.3859811931068444,0.4850357995026503,-0.447598007825041,0.4996425118190988,0.502785856949573,-0.7055797781361898
136,0.4714208964136683,0.42661250963341246,-0.31706916142464986,0.3865921361020325,0.48797746053764357,-0.4431417032491595,0.5030626680178978,0.5024478492866385,-0.707672736279308
137,0.47028446319150835,0.4284005660378101,-0.27078452064967695,0.3888709321784024,0.48985279114643765,-0.405236768332383,0.5050714590395305,0.5017641000686615,-0.6674961510688556
138,0.46965913727155056,0.4291932508757822,-0.22922198542115485,0.3909324594782442,0.48984910540770077,-0.3664352118525011,0.5053527434655679,0.5007574985519896,-0.6178336655729822
139,0.4692685380901413,0.42909252791801383,-0.20805116724865239,0.3914309013361206,0.48881091242575075,-0.34991232806502204,0.5050341099904786,0.4995471614046933,-0.5939657523982472
140,0.46799830539617776,0.4288752645480078,-0.2015092379112657,0.3915675649310435,0.4884666419430018,-0.35402142613483056,0.5038458284097336,0.4982426070784408,-0.6029413321488595
141,0.4648473811855017,0.42914323165443086,-0.19420295285140887,0.39224175466365263,0.48938412795095565,-0.36057391065847716,0.49798497602920644,0.49706576054732926,-0.6228834045491931
142,0.45993558337204415,0.4298395857299915,-0.17912339566627442,0.39078236286038687,0.49034995488473476,-0.35438632442821877,0.48390372196576736,0.49660250729657535,-0.6282113909445025
143,0.4544953510147621,0.4305579584984913,-0.16329770940807226,0.383450738440631,0.4899561983908625,-0.3354469467637326,0.4641706180811049,0.49757860591516584,-0.6123553319558965
144,0.44985378330862014,0.431079776800896,-0.15793345967821293,0.3707196963881151,0.48819453165981574,-0.31643144239654053,0.4458778418795395,0.5000376431693387,-0.5896076891640453
145,0.44648812267518684,0.43147935077600946,-0.16655292265049543,0.3571692677934589,0.48605157936396726,-0.31019531396678146,0.4320836810610065,0.5028878638632338,-0.5788612447268893
146,0.4439761596004807,0.43187339850303674,-0.18289004866894948,0.34615120852904907,0.48410817622331237,-0.3185150929748698,0.4183552224347,0.50468897619754,-0.5858682539521152
147,0.4416200538906069,0.43229451700374627,-0.19868282857212982,0.33705997088055467,0.48229710864357944,-0.3321429754482879,0.3996793125951295,0.5050593554916163,-0.5995299317491888
148,0.4389803768616782,0.4327729404591495,-0.21185548359598422,0.32798897563997953,0.48074084722907295,-0.3401903234399362,0.37778541541704225,0.5051623674381862,-0.6016026554109665
149,0.4359070185631211,0.43335568455285967,-0.22405676382566692,0.3189397359582183,0.4799580078828714,-0.33697201739359084,0.35904617993729165,0.5065960931652943,-0.5787280103046429
150,0.4323469906673436,0.4340089327227733,-0.23089895878557504,0.31167947703533516,0.4801197421939281,-0.322065765464204,0.34685923118772505,0.5097155477744348,-0.5322340831203921
151,0.4283702914748206,0.4345927797952611,-0.22320802004930557,0.30737763301067106,0.4806807300713711,-0.30060315377581515,0.3387447763675777,0.5131572449575479,-0.4836944870267977
152,0.4243327938662604,0.4349639576199676,-0.20271558465193523,0.30532509605514363,0.4810158513071288,-0.28506394910170335,0.3307822954215569,0.5151496290346064,-0.4663661668687922
153,0.42077295719351304,0.4350765855291008,-0.188175886890194,0.3044852204229831,0.4811203377356492,-0.29003194845990354,0.3227777360100086,0.5152289406751429,-0.5004585060998427
154,0.41802073603246487,0.4349900856108746,-0.19672949404832338,0.30596713496495764,0.481426272388314,-0.31862681229751266,0.3176305678247117,0.5145787339393291,-0.5732543987419062
155,0.4159407725377523,0.4348213216032526,-0.22251380938003262,0.31261433584414344,0.4821738981086481,-0.35481209659339286,0.31655741947205285,0.5147765677863465,-0.6471029804936238
156,0.41409909109776755,0.4347034830191077,-0.24306473411014107,0.3252669080555615,0.4834106112909657,-0.3760462881806913,0.31786602669948655,0.5163036931429623,-0.6901681349037372
157,0.41218720291892386,0.4347356092032571,-0.24771140937798256,0.3401659744075687,0.485556544026679,-0.37753141067196994,0.32193157570916464,0.518241460588924,-0.6993872473874418
158,0.4103211464487485,0.43488748832293583,-0.24949273418223378,0.35124840489023956,0.48925717152293496,-0.3772027078201545,0.33444909703050835,0.5193320292717414,-0.6922575111934867
159,0.4089554624410598,0.4349543343003681,-0.26171481123416285,0.35538403616928993,0.4942011562236425,-0.38869678432357535,0.3606203354175532,0.5192456108113099,-0.6782370829442609
160,0.4084546837424401,0.4347104772878598,-0.27113035561103005,0.3552749268362507,0.49867205930106956,-0.395492505016648,0.3967659337399739,0.518790586267397,-0.6444544498851782
161,0.408721419437683,0.4341681473753344,-0.25003481703530117,0.35700531897350707,0.5011154697888385,-0.365810358492742,0.4316855170528868,0.5190014932605462,-0.5741921213123571
